Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
faux-georgette-coding-sequin-embroidered-lehenga-with-dupatta-semi-stitched-designer-partywear-set,,,,,,,,,S,,,,,,,,GT-1630,0.0,,0,deny,manual,2757.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161939_y.jpg?v=1760110723,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-coding-sequin-embroidered-lehenga-with-dupatta-semi-stitched-designer-partywear-set,,,,,,,,,M,,,,,,,,GT-1631,0.0,,0,deny,manual,2757.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161945_y.jpg?v=1760110723,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-coding-sequin-embroidered-lehenga-with-dupatta-semi-stitched-designer-partywear-set,,,,,,,,,L,,,,,,,,GT-1632,0.0,,0,deny,manual,2757.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161944_y.jpg?v=1760110723,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-coding-sequin-embroidered-lehenga-with-dupatta-semi-stitched-designer-partywear-set,,,,,,,,,XL,,,,,,,,GT-1633,0.0,,0,deny,manual,2757.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161942_y.jpg?v=1760110723,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-coding-sequin-embroidered-lehenga-with-dupatta-semi-stitched-designer-partywear-set,,,,,,,,,2XL,,,,,,,,GT-1634,0.0,,0,deny,manual,2757.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,Baby Pink Embroidered Lehenga Set with White Thread and Sequin Work,"<h4 data-start=""523"" data-end=""551"">👗 Lehenga Highlights</h4>
<ul data-start=""552"" data-end=""666"">
<li data-start=""552"" data-end=""578"">
<p data-start=""554"" data-end=""578"">Fabric: Faux Georgette</p>
</li>
<li data-start=""579"" data-end=""614"">
<p data-start=""581"" data-end=""614"">Work: Embroidery &amp; Sequins Work</p>
</li>
<li data-start=""615"" data-end=""666"">
<p data-start=""617"" data-end=""666"">Style: Semi-stitched with Cancan &amp; Canvas Patta</p>
</li>
</ul>
<h4 data-start=""668"" data-end=""692"">👗 Blouse Details</h4>
<ul data-start=""693"" data-end=""786"">
<li data-start=""693"" data-end=""719"">
<p data-start=""695"" data-end=""719"">Fabric: Faux Georgette</p>
</li>
<li data-start=""720"" data-end=""755"">
<p data-start=""722"" data-end=""755"">Work: Embroidery &amp; Sequins Work</p>
</li>
<li data-start=""756"" data-end=""786"">
<p data-start=""758"" data-end=""786"">Type: Unstitched</p>
</li>
</ul>
<h4 data-start=""788"" data-end=""818"">👗 Dual Dupatta Details</h4>
<ul data-start=""819"" data-end=""880"">
<li data-start=""819"" data-end=""844"">
<p data-start=""821"" data-end=""844"">Fabric: Butterfly Net</p>
</li>
<li data-start=""845"" data-end=""880"">
<p data-start=""847"" data-end=""880"">Work: Embroidery &amp; Sequins Work</p>
</li>
</ul>
<hr data-start=""882"" data-end=""885"">
<h3 data-start=""887"" data-end=""979""><br></h3>",Gagan Trends,Uncategorized,Lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",true,STICHING,SEMI-STICHING,,SIZE,XS,,,,,GT-1641,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140795_y.jpg?v=1760110722,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,SEMI-STICHING,,,S,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140793_x.jpg?v=1760110722,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,SEMI-STICHING,,,M,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140794_x.jpg?v=1760110722,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,SEMI-STICHING,,,L,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140792_y.jpg?v=1760110722,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,SEMI-STICHING,,,XL,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140801_y.jpg?v=1760110722,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,SEMI-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140800_y.jpg?v=1760110722,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XS,,,,,GT-1640,0.0,,0,deny,manual,3257.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140799_y.jpg?v=1760110722,7,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,S,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140798_y.jpg?v=1760110722,8,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,M,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140797_y.jpg?v=1760110722,9,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,L,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140796_y.jpg?v=1760110722,10,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XL,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,2757.00,6496.00,false,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,Cream Silk Embroidered Lehenga Set with Golden Zari and Sequin Work,"<ul>
<li data-end=""985"" data-start=""957"">
<p data-end=""985"" data-start=""959""><strong data-end=""969"" data-start=""959"">Color:</strong>  Cream</p>
</li>
<li data-end=""1006"" data-start=""986"">
<p data-end=""1006"" data-start=""988""><strong data-end=""999"" data-start=""988"">Fabric:</strong> Silk</p>
</li>
<li data-end=""1049"" data-start=""1007"">
<p data-end=""1049"" data-start=""1009""><strong data-end=""1018"" data-start=""1009"">Work:</strong> Zari Embroidery, Sequin Work</p>
</li>
<li data-end=""1100"" data-start=""1050"">
<p data-end=""1100"" data-start=""1052""><strong data-end=""1065"" data-start=""1052"">Occasion:</strong> Wedding, Reception, Festive Wear</p>
</li>
<li data-end=""1143"" data-start=""1101"">
<p data-end=""1143"" data-start=""1103""><strong data-end=""1116"" data-start=""1103"">Includes:</strong> Lehenga, Blouse, Dupatta</p>
</li>
</ul>",Gagan Trends,Uncategorized,Lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, Latest Lehenga 2025",true,STICHING,SEMI-STICHING,,SIZE,XS,,,,,GT-1754 CREAM-1,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824964_y.jpg?v=1760110720,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,SEMI-STICHING,,,S,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824968_y.jpg?v=1760110721,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,SEMI-STICHING,,,M,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824965_y.jpg?v=1760110720,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,SEMI-STICHING,,,L,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824969_y.jpg?v=1760110721,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,SEMI-STICHING,,,XL,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824967_y.jpg?v=1760110720,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,SEMI-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824966_y.jpg?v=1760110721,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XS,,,,,GT-1754 CREAM-2,0.0,,-1,deny,manual,3178.00,6899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,S,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,M,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,L,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XL,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,2678.00,6899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,Red Velvet Heavy Embroidered Bridal Lehenga Set with Zari and Sequin Work,"<h3 data-end=""522"" data-start=""493""><br></h3>
<h3 class="""" data-end=""202"" data-start=""123"">✨ Elegant Faux Georgette Lehenga Set with Dual Dupatta &amp; Sequins Embroidery</h3>
<p class="""" data-end=""228"" data-start=""204""><strong data-end=""226"" data-start=""204"">👗 Lehenga Details</strong></p>
<ul data-end=""377"" data-start=""229"">
<li class="""" data-end=""271"" data-start=""229"">
<p class="""" data-end=""271"" data-start=""231"">Fabric: Premium Quality Faux Georgette</p>
</li>
<li class="""" data-end=""332"" data-start=""272"">
<p class="""" data-end=""332"" data-start=""274"">Work: Embroidery Sequins Work with Cancan &amp; Canvas Patta</p>
</li>
<li class="""" data-end=""377"" data-start=""333"">
<p class="""" data-end=""377"" data-start=""335"">Type: Semi-stitched</p>
</li>
<li class="""" data-end=""377"" data-start=""333"">
<p class="""" data-end=""377"" data-start=""335""><strong data-end=""400"" data-start=""379"">👚 Blouse Details</strong></p>
</li>
</ul>
<ul data-end=""516"" data-start=""403"">
<li class="""" data-end=""429"" data-start=""403"">
<p class="""" data-end=""429"" data-start=""405"">Fabric: Faux Georgette</p>
</li>
<li class="""" data-end=""464"" data-start=""430"">
<p class="""" data-end=""464"" data-start=""432"">Work: Embroidered Sequins Work</p>
</li>
<li class="""" data-end=""516"" data-start=""465"">
<p class="""" data-end=""516"" data-start=""467"">Type: 1.3 Meter Unstitched </p>
</li>
</ul>
<p class="""" data-end=""547"" data-start=""518""><strong data-end=""545"" data-start=""518"">🧣 Dual Dupatta Details</strong></p>
<ul data-end=""642"" data-start=""548"">
<li class="""" data-end=""581"" data-start=""548"">
<p class="""" data-end=""581"" data-start=""550"">Fabrics: Faux Georgette &amp; Net</p>
</li>
<li class="""" data-end=""642"" data-start=""582"">
<p class="""" data-end=""642"" data-start=""584"">Work: Beautiful Embroidered Sequins with Cut Work Finish</p>
</li>
</ul>
<p class="""" data-end=""836"" data-start=""718"">💖 <strong data-end=""834"" data-start=""721"">Dual dupatta style adds a luxurious charm — perfect for bridesmaids, receptions, and grand festive occasions!</strong></p>",Gagan Trends,Uncategorized,Lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #HaldiOutfit, #LehengaTrends2025",true,STICHING,SEMI-STICHING,,SIZE,XS,,,,,GT-1727-RED-2,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727645_y.jpg?v=1760110720,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,SEMI-STICHING,,,S,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727659_y.jpg?v=1760110720,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,SEMI-STICHING,,,M,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727652_y.jpg?v=1760110720,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,SEMI-STICHING,,,L,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727651_y.jpg?v=1760110720,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,SEMI-STICHING,,,XL,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727657_y.jpg?v=1760110720,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,SEMI-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727655_y.jpg?v=1760110720,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XS,,,,,GT-1727-RED-1,0.0,,0,deny,manual,4099.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727656_y.jpg?v=1760110720,7,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,S,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727658_y.jpg?v=1760110720,8,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,M,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,L,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XL,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,3599.00,6895.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,Royal Blue Floral Embroidered Lehenga Set with Mirror and Sequin Work,"<h3 data-start=""493"" data-end=""522""><strong data-start=""182"" data-end=""204"" style=""font-size: 0.875rem;""> Lehenga Details</strong></h3>
<ul data-start=""207"" data-end=""334"">
<li data-start=""207"" data-end=""233"" class="""">
<p data-start=""209"" data-end=""233"" class="""">Fabric: Faux Georgette</p>
</li>
<li data-start=""234"" data-end=""310"" class="""">
<p data-start=""236"" data-end=""310"" class="""">Work: Intricate Embroidery with Sequins, featuring Cancan &amp; Canvas Patta</p>
</li>
<li data-start=""311"" data-end=""334"" class="""">
<p data-start=""313"" data-end=""334"" class="""">Type: Semi-stitched</p>
</li>
</ul>
<p data-start=""336"" data-end=""359"" class=""""><strong data-start=""336"" data-end=""357"">👚 Blouse Details</strong></p>
<ul data-start=""360"" data-end=""447"">
<li data-start=""360"" data-end=""386"" class="""">
<p data-start=""362"" data-end=""386"" class="""">Fabric: Faux Georgette</p>
</li>
<li data-start=""387"" data-end=""416"" class="""">
<p data-start=""389"" data-end=""416"" class="""">Work: Embroidered Sequins</p>
</li>
<li data-start=""417"" data-end=""447"" class="""">
<p data-start=""419"" data-end=""447"" class="""">Type:  Unstitched</p>
</li>
</ul>
<p data-start=""449"" data-end=""473"" class=""""><strong data-start=""449"" data-end=""471"">🧣 Dupatta Details</strong></p>
<ul data-start=""474"" data-end=""530"">
<li data-start=""474"" data-end=""500"" class="""">
<p data-start=""476"" data-end=""500"" class="""">Fabric: Faux Georgette</p>
</li>
<li data-start=""501"" data-end=""530"" class="""">
<p data-start=""503"" data-end=""530"" class="""">Work: Embroidered Sequins</p>
</li>
</ul>",Gagan Trends,Uncategorized,Lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025",true,STICHING,SEMI-STICHING,,SIZE,XS,,,,,GT-1719,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692300_y.jpg?v=1760110719,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,SEMI-STICHING,,,S,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692302_y.jpg?v=1760110720,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,SEMI-STICHING,,,M,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692301_y.jpg?v=1760110719,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,SEMI-STICHING,,,L,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692304_y.jpg?v=1760110719,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,SEMI-STICHING,,,XL,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692303_y.jpg?v=1760110719,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,SEMI-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XS,,,,,GT-1720,0.0,,-1,deny,manual,4099.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,S,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,M,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,L,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,XL,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,,,,,,,,,BLOUSE & LEHENGA-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,3599.00,5700.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
